itemimg,listing,title,price
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposbaqKAxfwPz3fzRF5MiJmYWPnuL5fb7TxG0D7cYk27zCotin2Fay8kA_NmzwI4WTcwZvYwzY_lntwbzv08Oi_MOe5mNtCOI/62fx62f,https://steamcommunity.com/market/listings/730/Souvenir%20Glock-18%20%7C%20Night%20%28Well-Worn%29,Souvenir Glock-18 | Night (Well-Worn),"
					Starting at:
$1.57 USD
$1.51 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpot621FAR17PLfYQJD_9W7m5a0n_L1JaKfzzoGuJJ02e2W8d6m2gztrkRoZmigItDGcgA_N1iFqwC-xr_m1J-57YOJlyVerprbwA/62fx62f,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20AWP%20%7C%20Asiimov%20%28Battle-Scarred%29,StatTrak™ AWP | Asiimov (Battle-Scarred),"
					Starting at:
$130.00 USD
$124.35 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposem2LFZf0Ob3dm5R642JloyKlPznMrXVqWdY781lxLHArI6m3gDj_EpoamqicYecIw45NArUr1a9kL_rgsC4uJ7LnXE1viE8pSGKEi1V3V4/62fx62f,https://steamcommunity.com/market/listings/730/G3SG1%20%7C%20Black%20Sand%20%28Factory%20New%29,G3SG1 | Black Sand (Factory New),"
					Starting at:
$0.99 USD
$0.95 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposr-kLAtl7PLFTj9Q49Kskb-Yh_bmOLfUqWNU6dNoxOqYpNSki1Ww80o_Yj-hJIKUcwZoZ1iGqQS5lb-90JfqtczImidgunI8pSGKhZWlCfc/62fx62f,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Desert%20Eagle%20%7C%20Bronze%20Deco%20%28Battle-Scarred%29,StatTrak™ Desert Eagle | Bronze Deco (Battle-Scarred),"
					Starting at:
$3.83 USD
$3.67 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposLOzLhRlxfbGTjxT09O_mIWPqP_xMq3I2G1UuJwpj--Wo46tjQXs8ko5MTrzJ9WQcgI_YFuGrAW2ybjogp_t7snXiSw0sHQROCE/62fx62f,https://steamcommunity.com/market/listings/730/Five-SeveN%20%7C%20Case%20Hardened%20%28Battle-Scarred%29,Five-SeveN | Case Hardened (Battle-Scarred),"
					Starting at:
$6.49 USD
$6.21 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopujwezhzw8zccC1H09SzlZaS2a-sYuvQwD8AvpF0jOyT94qg3gC1qUQ_ZTugddSRc1I-ZFuC-1C9l-_xxcjrVsx61B4/62fx62f,https://steamcommunity.com/market/listings/730/P250%20%7C%20Bone%20Mask%20%28Battle-Scarred%29,P250 | Bone Mask (Battle-Scarred),"
					Starting at:
$0.72 USD
$0.69 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopb3wflFf0Ob3YjoXuYqJgJKCluX3O4Tdn2xZ_Isij-iWoY7wiQHn-xI4NzjyJIbBcAM3YFnT_VPtkO3uhsPttZTNzHEypGB8snpeMLkS/62fx62f,https://steamcommunity.com/market/listings/730/SG%20553%20%7C%20Triarch%20%28Factory%20New%29,SG 553 | Triarch (Factory New),"
					Starting at:
$1.70 USD
$1.63 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpot7HxfDhjxszYcDNW5Nmkq4GAw6DLPr7Vn35cpschiOiTpNvx2QzmqUJkZDqnJoWRcgQ7NQvQ_FnsxunugMfv6MucyiB9-n51SuyeNcE/62fx62f,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jaguar%20%28Well-Worn%29,AK-47 | Jaguar (Well-Worn),"
					Starting at:
$25.20 USD
$24.11 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposLuoKhRfwOP3Yi1Q7cWJmImMn-O6Nb6Jzj1VsJch3b2X9tzz3Afn-BBsNmmmdYDBcQY2ZV_Tr1O6wL3r14j84sqUdMychw/62fx62f,https://steamcommunity.com/market/listings/730/FAMAS%20%7C%20Contrast%20Spray%20%28Minimal%20Wear%29,FAMAS | Contrast Spray (Minimal Wear),"
					Starting at:
$4.49 USD
$4.30 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovrG1eVcwg8zLZAJSvozmxL-EleT9N7LQmFRZ7cRnk6eXrdXzjAHsqRVlZW_xIdKRcAc4NVGEqwS3wO25gcO7vJrLzXFju3Zw-z-DyGAY6tAp/62fx62f,https://steamcommunity.com/market/listings/730/P2000%20%7C%20Obsidian%20%28Battle-Scarred%29,P2000 | Obsidian (Battle-Scarred),"
					Starting at:
$1.17 USD
$1.12 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposr-kLAtl7PvRTipH7s-JkIGZnPLmDLfYkWNFppJz0-rDpNX3iVfh-RY-Nm6gII_AcVdsNQ6C-gK6we661JS5vsucn3p9-n51o0mKsnM/62fx62f,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Desert%20Eagle%20%7C%20Crimson%20Web%20%28Minimal%20Wear%29,StatTrak™ Desert Eagle | Crimson Web (Minimal Wear),"
					Starting at:
$55.26 USD
$52.86 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposLOzLhRlxfbGTj5X09q_goWYkuHxPYTDk39D58dknuDO-7P5gVO8v11rNj_3doSVIA5taAmFrlXqx-rphJ66vc7AnXtg6Cgj43zdyRPm0h9NcKUx0kOQhc3i/62fx62f,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Five-SeveN%20%7C%20Retrobution%20%28Minimal%20Wear%29,StatTrak™ Five-SeveN | Retrobution (Minimal Wear),"
					Starting at:
$3.85 USD
$3.69 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposr-kLAtl7PLFTjlG_N2ikIWFhPLLI77QlWRS4_p9g-7J4cL03AzirxFvYm_zdtXBIVA4MwvVq1Dqye_ojMW4uZ2byXA1vCIi5HrcgVXp1tntQJzL/62fx62f,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20%7C%20Cobalt%20Disruption%20%28Minimal%20Wear%29,Desert Eagle | Cobalt Disruption (Minimal Wear),"
					Starting at:
$51.75 USD
$49.50 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposLOzLhRlxfbGTj5X09q_goWYkuHxPYTWhWwI1810i__Yu46s3w3s_hY5Mm_0doeQdABvaVHQ-lO6k-vshZ_o7p-cwSBivnZ05H_D30vgey6hpQI/62fx62f,https://steamcommunity.com/market/listings/730/Five-SeveN%20%7C%20Buddy%20%28Battle-Scarred%29,Five-SeveN | Buddy (Battle-Scarred),"
					Starting at:
$0.57 USD
$0.55 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposem2LFZf1OD3dm5R642Jh4GdlvDxDLfYkWNFpsAl37uUotjz3QzkrUZtMWindYCWcwRtYQ7Y-gC-lb3vgsO8u56dwSB9-n51rvm1CME/62fx62f,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20G3SG1%20%7C%20Scavenger%20%28Factory%20New%29,StatTrak™ G3SG1 | Scavenger (Factory New),"
					Starting at:
$3.34 USD
$3.20 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopL-zJAt21uH3cih9_oSJl5mJkuXnI7TDglRd4cJ5nqfFoIn30AbjrUplMm3zJY-Ud1Q2Yl_XrwXvxrznhMe87s7AmiM2vnJ0-z-DyNeUBGhM/62fx62f,https://steamcommunity.com/market/listings/730/R8%20Revolver%20%7C%20Reboot%20%28Factory%20New%29,R8 Revolver | Reboot (Factory New),"
					Starting at:
$3.86 USD
$3.70 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoo6m1FBRp3_bGcjhQ09-jq5WYh8jnI7LFkGJD7fp9g-7J4cKt0Ae280RrMmGiIYHGe1JqYFnS8ge8xOvv0cLoupTNnXtms3Yh5HrdgVXp1tiSOwO6/62fx62f,https://steamcommunity.com/market/listings/730/USP-S%20%7C%20Orion%20%28Factory%20New%29,USP-S | Orion (Factory New),"
					Starting at:
$57.11 USD
$54.63 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopbmkOVUw7PDdTi5B7c6JlZOYluL4J4Tdn2xZ_Isk3ejArdWs3w2wrRI9MWrwINTHcVM3YAvQ8we7xezpjMO1tM6fzXUypGB8suJLlS0Q/62fx62f,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20SCAR-20%20%7C%20Assault%20%28Factory%20New%29,StatTrak™ SCAR-20 | Assault (Factory New),"
					Starting at:
$0.95 USD
$0.91 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposLuoKhRf0Ob3dzxP7c-JhJWHhPLLP7LWnn8f7sR13-3H9oiiigS3qBU5ZWz2d4HGcQ8-YgzQ81C_xe7mhZK1uZScmmwj5HeDCkLaKQ/62fx62f,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20FAMAS%20%7C%20Pulse%20%28Minimal%20Wear%29,StatTrak™ FAMAS | Pulse (Minimal Wear),"
					Starting at:
$10.93 USD
$10.46 USD
"
https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopb3wflFf0Ob3YjoXuY-JhJWHhPLLP7LWnn8fvpMki72X99zx2FC3_0M-MTilIIKTclBoNA3YrFe2yb--1pe66MnBzGwj5Hfq1kZOBw/62fx62f,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20SG%20553%20%7C%20Pulse%20%28Minimal%20Wear%29,StatTrak™ SG 553 | Pulse (Minimal Wear),"
					Starting at:
$9.03 USD
$8.64 USD
"
